,Self,Left,Right,Right-Center,Left-Center,Least Biased,Questionable,Pro Science,Satire,Conspiracy-Pseudoscience
48,Right,0.0,0.6875,0.0,0.25,0.0,0.0625,0.0,0.0,0.0
49,Right,0.0,0.7857142857142857,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
50,Right,0.0,0.9285714285714286,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
51,Right,0.1111111111111111,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0
52,Right,0.0,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
53,Right,0.0625,0.8125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
54,Right,0.0,0.8,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
55,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Right,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0
57,Right,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
58,Right,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
59,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Right,0.0,0.9285714285714286,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
61,Right,0.0,0.8333333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
62,Right,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
63,Right,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Right,0.0625,0.3125,0.0625,0.375,0.0625,0.0625,0.0,0.0,0.0625
65,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Right,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091
67,Right,0.0,0.8461538461538461,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693
68,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Right,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
70,Right,0.07142857142857142,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142
71,Right,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091
72,Right,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0
73,Right,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
74,Right,0.07692307692307693,0.8461538461538461,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
75,Right,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0
76,Right,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
77,Right,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1
78,Right,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1
79,Right,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2
80,Right,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
81,Right,0.08333333333333333,0.25,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0
82,Right,0.14285714285714285,0.5,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,0.07142857142857142
83,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Right,0.0,0.1,0.0,0.7,0.0,0.1,0.1,0.0,0.0
85,Right,0.09090909090909091,0.6363636363636364,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
86,Right,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
87,Right,0.125,0.5,0.125,0.125,0.125,0.0,0.0,0.0,0.0
88,Right,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0
89,Right,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
90,Right,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0
91,Right,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
92,Right,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
93,Right,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
94,Right,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
95,Right,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
96,Right-Center,0.0,0.0,0.3333333333333333,0.5,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
97,Right-Center,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
98,Right-Center,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
99,Right-Center,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
100,Right-Center,0.125,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0
101,Right-Center,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0
102,Right-Center,0.125,0.125,0.625,0.0,0.0,0.0,0.0,0.0,0.125
103,Right-Center,0.2,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0
104,Right-Center,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
105,Right-Center,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
106,Right-Center,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
107,Left-Center,0.07142857142857142,0.14285714285714285,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0
108,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,Left-Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
129,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,Left-Center,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333,0.0
132,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
133,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
148,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
154,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
157,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
158,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
170,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,Left-Center,0.0625,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0625
181,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,Left-Center,0.07692307692307693,0.07692307692307693,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0
185,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
186,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
199,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,Left-Center,0.1,0.0,0.3,0.4,0.0,0.2,0.0,0.0,0.0
201,Left-Center,0.0,0.09090909090909091,0.0,0.5454545454545454,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182
202,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,Left-Center,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0
204,Left-Center,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0
205,Left-Center,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
206,Left-Center,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
207,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,Left-Center,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
209,Left-Center,0.0,0.0,0.09090909090909091,0.7272727272727273,0.0,0.18181818181818182,0.0,0.0,0.0
210,Left-Center,0.0,0.0,0.0,0.7857142857142857,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285
211,Left-Center,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0
212,Left-Center,0.125,0.25,0.25,0.1875,0.0,0.125,0.0,0.0,0.0625
213,Left-Center,0.06666666666666667,0.13333333333333333,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667
214,Left-Center,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555
215,Left-Center,0.1875,0.125,0.0625,0.4375,0.0,0.0625,0.0,0.0,0.125
216,Left-Center,0.16666666666666666,0.1111111111111111,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0
217,Left-Center,0.08333333333333333,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
218,Left-Center,0.17647058823529413,0.058823529411764705,0.0,0.6470588235294118,0.0,0.11764705882352941,0.0,0.0,0.0
219,Left-Center,0.2222222222222222,0.05555555555555555,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.1111111111111111
220,Left-Center,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0,0.0,0.0
221,Left-Center,0.16666666666666666,0.05555555555555555,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
222,Left-Center,0.23529411764705882,0.11764705882352941,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.058823529411764705
223,Left-Center,0.125,0.0,0.0,0.5,0.0,0.1875,0.0,0.0,0.1875
224,Left-Center,0.0,0.15789473684210525,0.0,0.7368421052631579,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842
225,Left-Center,0.0,0.08333333333333333,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0
226,Left-Center,0.0,0.125,0.0,0.5,0.375,0.0,0.0,0.0,0.0
227,Left-Center,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
228,Left-Center,0.23076923076923078,0.07692307692307693,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0
229,Left-Center,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111
230,Left-Center,0.14285714285714285,0.07142857142857142,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0
231,Left-Center,0.09090909090909091,0.0,0.09090909090909091,0.8181818181818182,0.0,0.0,0.0,0.0,0.0
232,Left-Center,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
233,Left,0.3333333333333333,0.0,0.13333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667
234,Left,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.125
235,Left,0.42857142857142855,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285
236,Left,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
237,Left,0.14285714285714285,0.0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
238,Left,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0
239,Left,0.3333333333333333,0.13333333333333333,0.0,0.4,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667
240,Left,0.25,0.25,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
241,Left,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0
242,Left,0.38461538461538464,0.15384615384615385,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693
243,Left,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.0
244,Left,0.6923076923076923,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
245,Left,0.625,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0
246,Left,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.0
247,Left,0.7272727272727273,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0
248,Left,0.6923076923076923,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
249,Left,0.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1
250,Left,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
251,Left,0.5882352941176471,0.11764705882352941,0.0,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705
252,Left,0.08333333333333333,0.0,0.0,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.0,0.3333333333333333
253,Left-Center,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693
254,Left-Center,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666
255,Left-Center,0.2,0.06666666666666667,0.0,0.6,0.0,0.0,0.0,0.0,0.13333333333333333
256,Left-Center,0.11764705882352941,0.17647058823529413,0.0,0.6470588235294118,0.0,0.058823529411764705,0.0,0.0,0.0
257,Left-Center,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0
258,Left-Center,0.0,0.08333333333333333,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0
259,Left-Center,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0
260,Left-Center,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
261,Left-Center,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
262,Left-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Left-Center,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
264,Left-Center,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333
265,Left-Center,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
266,Questionable,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0
267,Questionable,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0
268,Questionable,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.14285714285714285
269,Questionable,0.0,0.1,0.0,0.4,0.0,0.4,0.0,0.0,0.1
270,Questionable,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
271,Questionable,0.0,0.0,0.125,0.125,0.0,0.625,0.0,0.0,0.125
272,Questionable,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0
273,Questionable,0.0,0.2,0.2,0.2,0.0,0.4,0.0,0.0,0.0
274,Questionable,0.0,0.0,0.0,0.375,0.0,0.25,0.0,0.0,0.375
275,Left-Center,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,0.25,0.0,0.0,0.0
